Title,Author,Date,Link
Mitochondrial Dysfunction is a Driver for SP-2509 Drug Resistance in Ewing Sarcoma,"E. John Tokarsky, Jesse C. Crow, Lillian M. Guenther, John Sherman, Cenny Taslim, Gabriela Alexe, Kathleen I. Pishas, Galen Rask, Blake S. Justis, Ana Kasumova, Kimberly Stegmaier, Stephen L. Lessnick, Emily R. Theisen",2021.12.13.472459;,https://www.biorxiv.org/content/10.1101/2021.12.13.472459v1
Integrated analysis of cervical squamous cell carcinoma cohorts from three continents reveals conserved subtypes of prognostic significance,"Ankur Chakravarthy, Ian Reddin, Stephen Henderson, Cindy Dong, Nerissa Kirkwood, Maxmilan Jeyakumar, Daniela Rothschild Rodriguez, Natalia Gonzalez Martinez, Jacqueline McDermott, Xiaoping Su, Nagayasau Egawa, Christina S Fjeldbo, Vilde Eide Skingen, Mari Kyllesø Halle, Camilla Krakstad, Afschin Soleiman, Susanne Sprung, Peter Ellis, Mark Wass, Martin Michaelis, Heidi Lyng, Heidi Fiegl, Helga Salvesen, Gareth Thomas, John Doorbar, Kerry Chester, Andrew Feber, Tim R Fenton",2020.04.02.019711;,https://www.biorxiv.org/content/10.1101/2020.04.02.019711v3
Isolation and characterization of fucosylated extracellular vesicles based on a novel GlyExo-Capture technique,"Boan Li, Kun Hao, Zhengtai Li, Cuidie Ma, Hongjiang Li, Wenqian Du, Lijuan Sun, Tianye jia, Aixia Liu, Yanzhao Li, Lida Xu, Qi Gao, Ruifu Yang, Changqing Lin",2021.12.09.471505;,https://www.biorxiv.org/content/10.1101/2021.12.09.471505v2
Prolonged XPO1 inhibition is essential for optimal anti-leukemic activity in NPM1-mutated AML,"Giulia Pianigiani, Andrea Gagliardi, Federica Mezzasoma, Francesca Rocchio, Valentina Tini, Barbara Bigerna, Paolo Sportoletti, Simona Caruso, Andrea Marra, Giulio Spinozzi, Sharon Shacham, Yosef Landesman, Concetta Quintarelli, Franco Locatelli, Maria Paola Martelli, Brunangelo Falini, Lorenzo Brunetti",2021.12.11.472216;,https://www.biorxiv.org/content/10.1101/2021.12.11.472216v1
Manipulating Histone Acetylation Leads to Adverse Effects in Hemangiosarcoma Cells,"Tamami Suzuki, Keisuke Aoshima, Jumpei Yamazaki, Atsushi Kobayashi, Takashi Kimura",2021.12.10.472173;,https://www.biorxiv.org/content/10.1101/2021.12.10.472173v2
Genetic Subtypes of Smoldering Multiple Myeloma are associated with Distinct Pathogenic Phenotypes and Clinical Outcomes,"Mark Bustoros, Shankara Anand, Romanos Sklavenitis-Pistofidis, Robert Redd, Eileen M. Boyle, Benny Zhitomirsky, Andrew J Dunford, Yu-Tzu Tai, Selina J Chavda, Cody Boehner, Carl Jannes Neuse, Mahshid Rahmat, Ankit Dutta, Tineke Casneuf, Raluca Verona, Efstathis Kastritis, Lorenzo Trippa, Chip Stewart, Brian A. Walker, Faith E. Davies, Meletios-Athanasios Dimopoulos, Leif Bergsagel, Kwee Yong, Gareth J. Morgan, François Aguet, Gad Getz, Irene M. Ghobrial",2021.12.10.471975;,https://www.biorxiv.org/content/10.1101/2021.12.10.471975v1
Multiple ETS Factors Participate in the Transcriptional Control of TERT Mutant Promoter in Thyroid Cancers,"Caitlin E.M. Thornton, Jingzhu Hao, Prasanna P. Tamarapu, Iñigo Landa",2021.12.10.472152;,https://www.biorxiv.org/content/10.1101/2021.12.10.472152v1
The minor spliceosome offers a therapeutically viable target for the treatment of a broad spectrum of cancers,"Karen Doggett, Kimberly J Morgan, Stephen Mieruszynski, Benjamin B Williams, Anouk M Olthof, Alexandra L Garnham, Michael J G Milevskiy, Lachlan Whitehead, Janine Coates, Michael Buchert, Robert JJ O’Donoghue, Thomas E Hall, Zhiyuan Gong, Tracy L Putoczki, Matthias Ernst, Kate D Sutherland, Rahul N Kanadia, Joan K Heath",2021.12.09.469623;,https://www.biorxiv.org/content/10.1101/2021.12.09.469623v1
RAS mutation patterns arise from tissue-specific responses to distinct oncogenic signaling,"Ozgun Erdogan, Nicole L.K. Pershing, Erin Kaltenbrun, Nicole J. Newman, Jeffrey I. Everitt, Christopher M. Counter",2021.12.10.472098;,https://www.biorxiv.org/content/10.1101/2021.12.10.472098v1
Analysis of single-cell RNA-sequencing data to identify quiescent and proliferating neural cell populations in Glioblastoma,"Rajeev Vikram, Wen□Cheng Chou, Pei-Ei Wu, Wei-Ting Chen, Chen-Yang Shen",2021.12.09.472030;,https://www.biorxiv.org/content/10.1101/2021.12.09.472030v1
New insights into colorectal cancer liver metastasis carcinogenesis and its effect with moxibustion,"Ya-Fang Song, Li-Xia Pei, Jing Guo, Yi Zhuang, Yu-Hang Wang, Ting-Ting Zhao, Lu Chen, Jin-Yong Zhou, Jian-Hua Sun",2021.12.08.471188;,https://www.biorxiv.org/content/10.1101/2021.12.08.471188v1
WILD-seq: Clonal deconvolution of transcriptomic signatures of sensitivity and resistance to cancer therapeutics in vivo,"Sophia A Wild, Ian G Cannell, Katarzyna Kania, CRUK IMAXT Grand Challenge Team, Gregory J Hannon, Kirsty Sawicka",2021.12.09.471927;,https://www.biorxiv.org/content/10.1101/2021.12.09.471927v1
Minor intron splicing efficiency increases with the development of lethal prostate cancer,"Anke Augspach, Kyle D. Drake, Luca Roma, Ellen Qian, Se Ri Lee, Declan Clarke, Sushant Kumar, Muriel Jaquet, John Gallon, Marco Bolis, Joanna Triscott, José A. Galván, Yu Chen, George Thalmann, Marianna Kruithof-de Julio, Jean-Philippe P. Theurillat, Stefan Wuchty, Mark Gerstein, Salvatore Piscuoglio, Rahul N. Kanadia, Mark A. Rubin",2021.12.09.471104;,https://www.biorxiv.org/content/10.1101/2021.12.09.471104v1
Labyrinthin: A distinct pan-adenocarcinoma diagnostic and immunotherapeutic tumor specific antigen,"Michael Babich, Ankit Sharma, Tianhong Li, James A. Radosevich",2021.12.07.471613;,https://www.biorxiv.org/content/10.1101/2021.12.07.471613v1
Single-cell meta-analysis of cigarette smoking lung atlas,"Jun Nakayama, Yusuke Yamamoto",2021.12.09.472029;,https://www.biorxiv.org/content/10.1101/2021.12.09.472029v1
CXCL8/CXCR2 signaling mediates bone marrow fibrosis and represents a therapeutic target in myelofibrosis,"Andrew Dunbar, Dongjoo Kim, Min Lu, Mirko Farina, Julie L. Yang, Young Park, Francesca Gobbo, Paola Verachi, Fabrizio Martelli, Abdul Karzai, Wenbin Xiao, Lijuan Xia, Nada Elmansy, Maria Kleppe, Zhuo Chen, Yang Xiao, Erin McGovern, Jenna Snyder, Aishwarya Krishnan, Corrine Hill, Keith Cordner, Anouar Zouak, Mohamed E. Salama, Jayden Yohai, Eric Tucker, Jonathan Chen, Jing Zhou, Tim McConnell, Richard Koche, Raajit Rampal, Anna Rita Migliaccio, Rong Fan, Ross L. Levine, Ronald Hoffman",2021.12.08.471791;,https://www.biorxiv.org/content/10.1101/2021.12.08.471791v1
Nuclear NAD+ homeostasis is essential for naive and chemoresistant BRCA1/2-deficient tumor survival,"Daniele Musiani, Hatice Yücel, Laura Sourd, Elisabetta Marangoni, Raphael Ceccaldi",2021.12.09.471907;,https://www.biorxiv.org/content/10.1101/2021.12.09.471907v1
Programmable in vivo CRISPR activation elucidates the oncogenic and immunosuppressive role of MYC in lung adenocarcinoma,"Fredrik I. Thege, Dhwani N. Rupani, Bhargavi B. Barathi, Sara L. Manning, Anirban Maitra, Andrew D. Rhim, Sonja M. Wörmann",2021.12.09.471859;,https://www.biorxiv.org/content/10.1101/2021.12.09.471859v1
Glutamine deficiency in solid tumors confers resistance to ribosomal RNA synthesis inhibitors,"Melvin Pan, Christiane Zorbas, Maki Sugaya, Kensuke Ishiguro, Miki Kato, Miyuki Nishida, Hai-Feng Zhang, Marco M Candeias, Akimitsu Okamoto, Takamasa Ishikawa, Tomoyoshi Soga, Hiroyuki Aburatani, Juro Sakai, Yoshihiro Matsumura, Tsutomu Suzuki, Christopher G. Proud, Denis L. J. Lafontaine, Tsuyoshi Osawa",2021.12.03.471189;,https://www.biorxiv.org/content/10.1101/2021.12.03.471189v2
Identification and Validation of Novel Microtubule Suppressors with an Imidazopyridine Scaffold through Structure Based Virtual Screening and Docking,"Samia A. Elseginy, A. Sofia F. Oliveira, Deborah K. Shoemark, Richard B. Sessions",2021.12.08.471724;,https://www.biorxiv.org/content/10.1101/2021.12.08.471724v1
Chronic AMPK inactivation slows SHH medulloblastoma progression by inhibiting mTORC1 signaling and depleting tumor stem cell populations,"Taylor Dismuke, Daniel Shiloh Malawsky, Hedi Liu, Jay Brenman, Andrey Tikunov, Timothy R. Gershon",2021.12.09.471978;,https://www.biorxiv.org/content/10.1101/2021.12.09.471978v1
Long Noncoding RNA RROL Provides Chromatin Scaffold for MYC-WDR82 Interaction to Impact Lipid Metabolism and Tumor Cell Growth in Multiple Myeloma,"Eugenio Morelli, Mariateresa Fulciniti, Mehmet K. Samur, Caroline F. Ribeiro, Leon Wert-Lamas, Jon E. Henninger, Annamaria Gullà, Anil Aktas-Samur, Katia Todoerti, Srikanth Talluri, Woojun D. Park, Cinzia Federico, Francesca Scionti, Nicola Amodio, Giada Bianchi, Megan Johnstone, Na Liu, Doriana Gramegna, Nicola A. Russo, Charles Lin, Yu-Tzu Tai, Antonino Neri, Dharminder Chauhan, Teru Hideshima, Masood A. Shammas, Pierfrancesco Tassone, Sergei Gryaznov, Richard A. Young, Kenneth C. Anderson, Carl D. Novina, Massimo Loda, Nikhil C. Munshi",2021.12.08.471297;,https://www.biorxiv.org/content/10.1101/2021.12.08.471297v1
EIF4EBP1 is transcriptionally upregulated by MYCN and associates with poor prognosis in neuroblastoma,"Kai Voeltzke, Katerina Scharov, Cornelius Funk, Alisa Kahler, Daniel Picard, Laura Hauffe, Martin F. Orth, Marc Remke, Irene Esposito, Thomas Kirchner, Alexander Schramm, Barak Rotblat, Thomas G. P. Grünewald, Guido Reifenberger, Gabriel Leprivier",2021.12.08.471784;,https://www.biorxiv.org/content/10.1101/2021.12.08.471784v1
High genetic diversity of bivalve transmissible neoplasia in the blue mussel Mytilus trossulus Gould from the subarctic Sea of Okhotsk,"M.A. Skazina, N.A. Odintsova, M.A. Maiorova, L.T. Frolova, I.A. Dolganova, K.V. Regel, P.P. Strelkov",2021.12.07.471395;,https://www.biorxiv.org/content/10.1101/2021.12.07.471395v1
Compromised CDK12 activity causes dependency on the non-essential spliceosome components,"Satu Pallasaho, Aishwarya Gondane, Damien Duveau, Craig Thomas, Massimo Loda, Harri M Itkonen",2021.12.07.470703;,https://www.biorxiv.org/content/10.1101/2021.12.07.470703v1
Regulation of protein complex partners as a compensatory mechanism in aneuploid tumors,"Gökçe Senger, Stefano Santaguida, Martin H. Schaefer",2021.12.05.471308;,https://www.biorxiv.org/content/10.1101/2021.12.05.471308v1
Is the Success of Adaptive Therapy in Metastatic Castrate-Resistant Prostate Cancer Influenced by Cell-Type-Dependent Production of Prostate-Specific Antigen?,"Monica Salvioli, Len Vandelaer, Katharina Schneider, Rachel Cavill, Kateřina Staňková",2021.10.21.465292;,https://www.biorxiv.org/content/10.1101/2021.10.21.465292v3
Glioblastoma embryonic-like stem cells exhibit immune-evasive phenotype,"Borja Sesé, Sandra Iñiguez-Muñoz, Miquel Ensenyat-Mendez, Pere Llinàs-Arias, Guillem Ramis, Javier I. J. Orozco, Silvia Fernández de Mattos, Priam Villalonga, Diego M. Marzese",2021.12.07.471556;,https://www.biorxiv.org/content/10.1101/2021.12.07.471556v1
Telomere-Dependent Interleukin-1 Receptor Activation Promotes Immune Suppression in Triple-Negative-Breast Cancer,"Ananda Kishore Mukherjee, Ankita Singh, Shalu Sharma, Shuvra Shekhar Roy, Antara Sengupta, Subhajit Dutta, Soujanya Vinayagamurthy, Sulochana Bagri, Divya Khanna, Megha Chatterjee, Meenakshi Verma, Dristhi Soni, Anshul Budharaja, Sagar Kailasrao Bhisade, Vivekanand, Ahmad Perwez, Mohammed Faruq, Ishaan Gupta, Shantanu Chowdhury",2021.12.07.471419;,https://www.biorxiv.org/content/10.1101/2021.12.07.471419v1
The single-cell transcriptional landscape of lung carcinoid tumors,"Philip Bischoff, Alexandra Trinks, Jennifer Wiederspahn, Benedikt Obermayer, Jan Patrick Pett, Philipp Jurmeister, Aron Elsner, Tomasz Dziodzio, Jens-Carsten Rückert, Jens Neudecker, Christine Falk, Dieter Beule, Christine Sers, Markus Morkel, David Horst, Frederick Klauschen, Nils Blüthgen",2021.12.07.471416;,https://www.biorxiv.org/content/10.1101/2021.12.07.471416v1
Complementary role of mathematical modeling in preclinical glioblastoma: differentiating poor drug delivery from drug insensitivity,"Javier C. Urcuyo, Susan Christine Massey, Andrea Hawkins-Daarud, Bianca-Maria Marin, Danielle M. Burgenske, Jann N. Sarkaria, Kristin R. Swanson",2021.12.07.471540;,https://www.biorxiv.org/content/10.1101/2021.12.07.471540v1
Cell-Intrinsic and Extrinsic Effects of Galectin-1 and Galectin-3 in B-Cell Precursor Acute Lymphoblastic Leukemia,"Fei Fei, Eun Ji Joo, Lu Yang, John Groffen, Nora Heisterkamp",2021.09.22.461145;,https://www.biorxiv.org/content/10.1101/2021.09.22.461145v2
A platform of patient-derived microtumors identifies individual treatment responses and therapeutic vulnerabilities in ovarian cancer,"Nicole Anderle, André Koch, Berthold Gierke, Anna-Lena Keller, Annette Staebler, Andreas Hartkopf, Sara Y. Brucker, Michael Pawlak, Katja Schenke-Layland, Christian Schmees",2021.11.10.468007;,https://www.biorxiv.org/content/10.1101/2021.11.10.468007v3
Tissue remodeling and cell signaling underpin changes in tumor microenvironment heterogeneity in glioma oncogenesis,"Marija Dinevska, Samuel S. Widodo, Liam Furst, Lucero Cuzcano, Yitong Fang, Stefano Mangiola, Paul J. Neeson, Phillip K. Darcy, Robert G. Ramsay, Fabienne MacKay, Stanley S. Stylli, Theo Mantamadiotis",2021.12.05.471299;,https://www.biorxiv.org/content/10.1101/2021.12.05.471299v2
A cell-based screen identifies HDAC inhibitors as activators of RIG-I signaling,"Eugenia Fraile-Bethencourt, Marie H Foss, Dylan Nelson, Sanjay V Malhotra, Sudarshan Anand",2021.09.28.462211;,https://www.biorxiv.org/content/10.1101/2021.09.28.462211v2
MacroH2A impedes metastatic growth by enforcing a discrete dormancy program in disseminated cancer cells,"Dan Sun, Dan Filipescu, Dan Hasson, Deepak K. Singh, Saul Carcamo, Bassem Khalil, Brett A. Miles, William Westra, Karl Christoph Sproll, Emily Bernstein, Julio A. Aguirre-Ghiso",2021.12.07.471619;,https://www.biorxiv.org/content/10.1101/2021.12.07.471619v1
Modeling diverse genetic subtypes of lung adenocarcinoma with a next-generation alveolar type 2 organoid platform,"Santiago Naranjo, Christina M. Cabana, Lindsay M. LaFave, Peter M.K. Westcott, Rodrigo Romero, Arkopravo Ghosh, Laura Z. Liao, Jason M. Schenkel, Isabella Del Priore, Arjun Bhutkar, Dian Yang, Tyler Jacks",2021.12.07.471632;,https://www.biorxiv.org/content/10.1101/2021.12.07.471632v1
Microneedle-mediated intratumoral delivery of anti-CTLA-4 promotes cDC1-dependent eradication of oral squamous cell carcinoma with limited irAEs,"Mara Gilardi, Robert Saddawi-Konefka, Victoria H. Wu, Miguel Angel Lopez-Ramirez, Zhiyong Wang, Fernando Soto, Dana J. Steffen, Marco Proietto, Zbigniew Mikulski, Haruka Miki, Andrew Sharabi, Daniel Kupor, Ricardo Rueda, Daniel P. Hollern, Joseph Wang, J. Silvio Gutkind",2021.12.07.471658;,https://www.biorxiv.org/content/10.1101/2021.12.07.471658v1
Zebrafish xenografts to isolate unique human breast cancer metastatic cell populations,"Jerry Xiao, Joseph R. McGill, Apsra Nasir, Alexander Lekan, Bailey Johnson, Devan J. Wilkins, Gray W. Pearson, Kandice Tanner, Hani Goodarzi, Eric Glasgow, Richard Schlegel, Seema Agarwal",2021.12.07.471608;,https://www.biorxiv.org/content/10.1101/2021.12.07.471608v1
Revised International Staging System (R-ISS) stage-dependent analysis uncovers oncogenes and potential immunotherapeutic targets in multiple myeloma,"Ling Zhong, Xinwei Yuan, Qian Zhang, Tao Jiang, Huan Li, Jialing Xiao, Chenglong Li, Lan Luo, Ping Shuai, Liang Wang, Yuping Liu, Man Yu, Yi Shi, Wei Zhang, Yunbin Zhang, Bo Gong",2021.12.06.471423;,https://www.biorxiv.org/content/10.1101/2021.12.06.471423v1
Sensory nerves enhance triple-negative breast cancer migration and metastasis via the axon guidance molecule PlexinB3,"Thanh T Le, Samantha L Payne, Maia N Buckwald, Lily A Hayes, Christopher B Burge, Madeleine J Oudin",2021.12.07.471585;,https://www.biorxiv.org/content/10.1101/2021.12.07.471585v1
Cathelicidin-3 associated with serum extracellular vesicles enables early diagnosis of a transmissible cancer,"Camila Espejo, Richard Wilson, Ruth J. Pye, Julian C. Ratcliffe, Manuel Ruiz-Aravena, Eduard Willms, Barrett W. Wolfe, Rodrigo Hamede, Andrew F. Hill, Menna E. Jones, Gregory M. Woods, A. Bruce Lyons",2021.12.06.471373;,https://www.biorxiv.org/content/10.1101/2021.12.06.471373v1
Characterization of epigenetic alterations in esophageal cancer by whole-genome bisulfite sequencing,"Feng Pan, Shuai-Xia Yu, Xuan Wang, He-Cheng Huang, Zeng-Ying Cai, Jia-Min Wang, Shu-Yuan Lin, Yu-Lin Gao, En-Min Li, Li-Yan Xu",2021.12.05.471340;,https://www.biorxiv.org/content/10.1101/2021.12.05.471340v1
Type-I interferon signaling is essential for robust metronomic chemo-immunogenic tumor regression in murine triple-negative breast cancer,"Cameron Vergato, Kshama A. Doshi, Darren Roblyer, David J. Waxman",2021.12.05.471293;,https://www.biorxiv.org/content/10.1101/2021.12.05.471293v1
Cancer tolerance to chromosomal instability is driven by Stat1 inactivation in vivo,"Michael Schubert, Christy Hong, Laura J. Jilderda, Marta Requesens Rueda, Andréa E. Tijhuis, Judith E. Simon, Petra L. Bakker, Jon L. Cooper, Aristi Damaskou, René Wardenaar, Bjorn Bakker, Sahil Gupta, Anouk van den Brink, Lorena Andrade Ruiz, Miriam H. Koster, Sameh A. Youssef, Danielle Luinenburg, Alex Strong, Thomas Engleitner, Hannes Ponstingl, Gerald de Haan, Alain de Bruin, Roland Rad, Hans W. Nijman, René H. Medema, Marcel A.T.M. van Vugt, Marco de Bruyn, Diana C.J. Spierings, Maria Colomé-Tatché, George S. Vassiliou, Floris Foijer",2021.12.03.471107;,https://www.biorxiv.org/content/10.1101/2021.12.03.471107v2
Visual Clustering of Transcriptomic Data from Primary and Metastatic Tumors – Dependencies and Novel Pitfalls,"André Marquardt, Philip Kollmannsberger, Markus Krebs, Markus Knott, Antonio Giovanni Solimando, Alexander Kerscher",2021.12.03.471112;,https://www.biorxiv.org/content/10.1101/2021.12.03.471112v1
Single cell transcriptome analysis reveals RGS1 as a new marker and promoting factor for T cell exhaustion in multiple cancers,"Yunmeng Bai, Meiling Hu, Zixi Chen, Jinfen Wei, Hongli Du",2019.12.26.888503;,https://www.biorxiv.org/content/10.1101/2019.12.26.888503v3
"A Syx-RhoA-Dia1 signaling axis regulates cell cycle progression, DNA damage, and therapy resistance in glioblastoma","Wan-Hsin Lin, Ryan W. Feathers, Lisa M. Cooper, Laura J. Lewis-Tuffin, Jann N. Sarkaria, Panos Z. Anastasiadis",2021.12.03.469255;,https://www.biorxiv.org/content/10.1101/2021.12.03.469255v1
Tumor Treating Fields Suppression of Ciliogenesis Enhances Temozolomide Toxicity,"Ping Shi, Jia Tian, Brittany S. Ulm, Julianne C. Mallinger, Habibeh Khoshbouei, Loic P. Deleyrolle, Matthew R. Sarkisian",2021.12.02.470969;,https://www.biorxiv.org/content/10.1101/2021.12.02.470969v1
The PNUTS-PAD domain recruits MYC to the PNUTS:PP1 phosphatase complex via the oncogenic MYC-MB0 region,"Yong Wei, Alexandra Ahlner, Cornelia Redel, Alexander Lemak, Isak Johansson-Åkhe, Scott Houliston, Tristan M.G. Kenney, Aaliya Tamachi, Vivian Morad, Shili Duan, David W. Andrews, Björn Wallner, Maria Sunnerhagen, Cheryl H. Arrowsmith, Linda Z. Penn",2021.12.02.470928;,https://www.biorxiv.org/content/10.1101/2021.12.02.470928v1
Mathematical characterization of population dynamics in breast cancer cells treated with doxorubicin,"Emily Y. Yang, Grant R. Howard, Amy Brock, Thomas E. Yankeelov, Guillermo Lorenzo",2021.12.01.470781;,https://www.biorxiv.org/content/10.1101/2021.12.01.470781v1
Genomic hallmarks of cellular dormancy in cancer and therapeutic implications,"Anna J. Wiecek, Stephen J. Cutty, Daniel Kornai, Mario Parreno-Centeno, Lucie E. Gourmet, Guidantonio Malagoli Tagliazucchi, Daniel H. Jacobson, Ping Zhang, Lingyun Xiong, Gareth L. Bond, Alexis R. Barr, Maria Secrier",2021.11.12.468410;,https://www.biorxiv.org/content/10.1101/2021.11.12.468410v2
Quinacrine binds to the kinase domain of FGFR1 and inhibits its activity,"Makhan Kumar, Angshuman Sarkar",2021.12.02.470934;,https://www.biorxiv.org/content/10.1101/2021.12.02.470934v1
AKT1 is Required for a Complete Palbociclib-induced Senescence Phenotype in BRAF-V600E-Driven Human Melanoma,"Abraham L. Bayer, Jodie Pietruska, Jaymes Farrell, Siobhan McRee, Pilar Alcaide, Philip W. Hinds",2021.12.02.470996;,https://www.biorxiv.org/content/10.1101/2021.12.02.470996v1
MDR1 Drug Efflux Pump Promotes Intrinsic and Acquired Resistance to PROTACs in Cancer Cells,"Alison M. Kurimchak, Carlos Herrera-Montávez, Sara Montserrat, Daniela Araiza, Jianping Hu, Jian Jin, James S. Duncan",2021.12.02.470920;,https://www.biorxiv.org/content/10.1101/2021.12.02.470920v1
A Novel Oncogenic Function of PRC2 Heterogeneity in Medulloblastoma,"Jiaqing Yi, Xuanming Shi, Xiaoming Zhan, Richard Q Lu, Zhenyu Xuan, Jiang Wu",2021.12.02.470979;,https://www.biorxiv.org/content/10.1101/2021.12.02.470979v1
Polycomb Group Ring Finger Protein 6 suppresses Myc-induced lymphomagenesis,"Nina Tanaskovic, Mattia Dalsass, Giorgia Ceccotti, Marco Filipuzzi, Alessandro Verrecchia, Paola Nicoli, Mirko Doni, Daniela Olivero, Diego Pasini, Haruhiko Koseki, Arianna Sabò, Andrea Bisso, Bruno Amati",2021.12.02.470967;,https://www.biorxiv.org/content/10.1101/2021.12.02.470967v1
A single-cell transcriptomic landscape of innate and adaptive intratumoral immunity in triple negative breast cancer during chemo- and immunotherapies,"Laura Carpen, Paolo Falvo, Stefania Orecchioni, Giulia Mitola, Roman Hillje, Saveria Mazzara, Patrizia Mancuso, Stefano Pileri, Alessandro Raveane, Francesco Bertolini",2021.12.01.470716;,https://www.biorxiv.org/content/10.1101/2021.12.01.470716v1
Cytosolic EZH2-IMPDH2 complex regulates melanoma progression and metastasis via GTP regulation,"Gamze Kuser Abali, Fumihito Noguchi, Pacman Szeto, Youfang Zhang, Cheng Huang, Christopher K Barlow, Giovanna Pomilio, Christopher Chew, Samar Masoumi Moghaddam, Peinan Zhao, Miles Andrews, Isobel Leece, Jen G Cheung, Malaka Ameratunga, Nicholas C Wong, Ralf B Schittenhelm, Andrew Wei, Mark Shackleton",2021.11.02.467024;,https://www.biorxiv.org/content/10.1101/2021.11.02.467024v2
"Combining Plasma Extracellular Vesicle Let-7b-5p, miR-184 and Circulating miR-22-3p Levels for NSCLC Diagnosis and for Predicting Drug Resistance","G. P. Vadla, B. Daghat, A. Garcia, G. Perez, V. Ahmad, N. Patterson, Y. Manjunath, J.T. Kaifi, G. Li, C.Y. Chabu",2021.08.15.456411;,https://www.biorxiv.org/content/10.1101/2021.08.15.456411v2
"Integrative analysis reveals aged clonal B cells, microenvironment and c-Myc activation in the origin of age-related lymphoma","Anastasia V. Shindyapina, José P. Castro, Alessandro Barbieri, Olga S. Strelkova, João A. Paulo, Csaba Kerepesi, Anna P. Petrashen, Marco Mariotti, Margarita Meer, Yan Hu, Alexander Karamyshev, Grigoriy Losyev, Artur A. Indzhykulian, Steven P. Gygi, John M. Sedivy, John P. Manis, Vadim N. Gladyshev",2021.02.23.432500;,https://www.biorxiv.org/content/10.1101/2021.02.23.432500v2
A druggable addiction to de novo pyrimidine biosynthesis in diffuse midline glioma,"Sharmistha Pal, Jakub P. Kaplan, Huy Nguyen, Sylwia A. Stopka, Michael S. Regan, Quang-De Nguyen, Kristen L. Jones, Lisa A. Moreau, Andrew Perciaccante, Bradley Hunsel, Kevin X. Liu, Jingyu Peng, Mariella G. Filbin, Nathalie Y.R. Agar, Dipanjan Chowdhury, Daphne Haas-Kogan",2021.11.30.470644;,https://www.biorxiv.org/content/10.1101/2021.11.30.470644v1
Harbingers of Aggressive Prostate Cancer: Precision Oncology Case Studies,"Joanna Cyrta, Davide Prandi, Arshi Arora, Daniel H. Hovelson, Andrea Sboner, Antonio Rodriguez, Tarcisio Fedrizzi, Himisha Beltran, Dan R. Robinson, Anurandha Gopalan, Lawrence True, Peter S. Nelson, Brian D. Robinson, Juan Miguel Mosquera, Scott A. Tomlins, Ronglai Shen, Francesca Demichelis, Mark A. Rubin",2021.11.30.468210;,https://www.biorxiv.org/content/10.1101/2021.11.30.468210v1
De Novo Pyrimidine Synthesis is a Targetable Vulnerability in IDH Mutant Glioma,"Diana D. Shi, Milan R. Savani, Michael M. Levitt, Adam C. Wang, Jennifer E. Endress, Cylaina E. Bird, Joseph Buehler, Sylwia A. Stopka, Michael S. Regan, Yu-Fen Lin, Wenhua Gao, Januka Khanal, Min Xu, Bofu Huang, Rebecca B. Jennings, Dennis M. Bonal, Misty S. Martin-Sandoval, Tammie Dang, Lauren C. Gattie, Sungwoo Lee, John M. Asara, Harley I. Kornblum, Tak W. Mak, Ryan E. Looper, Quang-De Nguyen, Sabina Signoretti, Stefan Gradl, Andreas Sutter, Michael Jeffers, Andreas Janzer, Mark A. Lehrman, Lauren G. Zacharias, Thomas P. Mathews, Timothy E. Richardson, Daniel P. Cahill, Ralph J. DeBerardinis, Keith L. Ligon, Peter Ly, Nathalie Y. R. Agar, Kalil G. Abdullah, Isaac S. Harris, William G. Kaelin Jr., Samuel K. McBrayer",2021.11.30.470443;,https://www.biorxiv.org/content/10.1101/2021.11.30.470443v1
Uveal Melanoma: a miR-16 disease?,"Anaïs M. Quéméner, Laura Bachelot, Marc Aubry, Stéphane Avner, Delphine Leclerc, Gilles Salbert, Florian Cabillic, Didier Decaudin, Bernard Mari, Frédéric Mouriaux, Marie-Dominique Galibert, David Gilot",2021.11.30.470499;,https://www.biorxiv.org/content/10.1101/2021.11.30.470499v1
MK2 Expression Promotes Non-Small Cell Lung Cancer Cell Death and Predicts Survival,"Othello Del Rosario, Karthik Suresh, Medha Kallem, Gayatri Singh, Anika Shah, Yun Xin, Nicolas M. Philip, Haiyang Jiang, Franco D’Alessio, Meera Srivastava, Alakesh Bera, Larissa A. Shimoda, Michael Merchant, Madhavi J. Rane, Carolyn E. Machamer, Jason Mock, Robert Hagan, Todd M. Kolb, Mahendra Damarla",2021.11.30.470656;,https://www.biorxiv.org/content/10.1101/2021.11.30.470656v1
Replication Study: RAF inhibitors prime wild-type RAF to activate the MAPK pathway and enhance growth,"Steven Pelech, Curtis Gallagher, Catherine Sutter, Lambert Yue, John Kerwin, Ajay Bhargava, Elizabeth Iorns, Rachel Tsui, Alexandria Denis, Nicole Perfito, Timothy M. Errington",2021.11.30.470372;,https://www.biorxiv.org/content/10.1101/2021.11.30.470372v2
"Dihydroartemisinin broke immune evasion through YAP1/JAK1/STAT1, 3 pathways to enhance anti-PD-1 therapy in hepatocellular carcinoma","Qing Peng, Shenghao Li, Xinli Shi, Yinglin Guo, Liyuan Hao, Zhiqin Zhang, Jingmin Ji, Yanmeng Zhao, Caige Li, Yu Xue, Yiwei Liu",2021.11.30.470572;,https://www.biorxiv.org/content/10.1101/2021.11.30.470572v1
